timestamp,order_no,takeaway,restaurant_id
2023-01-01 11:06,0077518,Foodora,TKU001
2023-01-01 11:08,0077519,dine-in,TKU001
2023-01-01 11:39,0077520,dine-in,TKU001
2023-01-01 11:51,0077521,dine-in,TKU001
2023-01-01 11:52,0077522,takeaway,TKU001
2023-01-01 11:59,0077523,dine-in,TKU001
2023-01-01 12:01,0077524,dine-in,TKU001
2023-01-01 12:07,0077525,dine-in,TKU001
2023-01-01 12:26,0077526,dine-in,TKU001
2023-01-01 12:33,0077527,dine-in,TKU001
2023-01-01 12:35,0077528,dine-in,TKU001
2023-01-01 12:43,0077529,dine-in,TKU001
2023-01-01 12:52,0077530,dine-in,TKU001
2023-01-01 12:56,0077531,Wolt,TKU001
2023-01-01 13:51,0077532,dine-in,TKU001
2023-01-01 14:18,0077533,dine-in,TKU001
2023-01-01 14:49,0077534,Wolt,TKU001
2023-01-01 15:50,0077535,dine-in,TKU001
2023-01-01 15:57,0077536,Foodora,TKU001
2023-01-01 16:10,0077537,dine-in,TKU001
2023-01-01 16:32,0077538,dine-in,TKU001
2023-01-01 16:34,0077539,dine-in,TKU001
2023-01-01 16:44,0077540,dine-in,TKU001
2023-01-01 17:15,0077541,dine-in,TKU001
2023-01-01 17:38,0077542,dine-in,TKU001
2023-01-01 18:02,0077543,dine-in,TKU001
2023-01-01 18:10,0077544,dine-in,TKU001
2023-01-01 18:19,0077545,dine-in,TKU001
2023-01-01 18:57,0077546,dine-in,TKU001
2023-01-01 19:04,0077547,dine-in,TKU001
2023-01-01 19:09,0077548,dine-in,TKU001
2023-01-01 19:11,0077549,dine-in,TKU001
2023-01-01 19:17,0077550,dine-in,TKU001
2023-01-01 19:22,0077551,dine-in,TKU001
2023-01-01 19:35,0077552,dine-in,TKU001
2023-01-01 19:53,0077553,dine-in,TKU001
2023-01-01 19:57,0077554,dine-in,TKU001
2023-01-01 19:58,0077555,UberEats,TKU001
2023-01-01 20:02,0077556,dine-in,TKU001
2023-01-01 20:06,0077557,dine-in,TKU001
2023-01-01 20:15,0077558,dine-in,TKU001
2023-01-01 20:16,0077559,dine-in,TKU001
2023-01-01 20:30,0077560,UberEats,TKU001
2023-01-01 20:30,0077561,dine-in,TKU001
2023-01-01 20:39,0077562,dine-in,TKU001
2023-01-01 21:02,0077563,dine-in,TKU001
2023-01-01 21:20,0077564,dine-in,TKU001
2023-01-01 21:22,0077565,dine-in,TKU001
2023-01-01 21:36,0077566,dine-in,TKU001
2023-01-01 21:48,0077567,dine-in,TKU001
2023-01-01 22:08,0077568,dine-in,TKU001
2023-01-01 22:37,0077569,dine-in,TKU001
2023-01-01 22:42,0077570,dine-in,TKU001
2023-01-01 22:51,0077571,dine-in,TKU001
2023-01-01 22:56,0077572,dine-in,TKU001
2023-01-02 11:00,0077573,dine-in,TKU001
2023-01-02 11:03,0077574,UberEats,TKU001
2023-01-02 11:11,0077575,dine-in,TKU001
2023-01-02 11:16,0077576,dine-in,TKU001
2023-01-02 11:18,0077577,Wolt,TKU001
2023-01-02 11:24,0077578,dine-in,TKU001
2023-01-02 11:43,0077579,dine-in,TKU001
2023-01-02 11:51,0077580,dine-in,TKU001
2023-01-02 11:53,0077581,dine-in,TKU001
2023-01-02 12:15,0077582,dine-in,TKU001
2023-01-02 12:26,0077583,Foodora,TKU001
2023-01-02 12:35,0077584,Foodora,TKU001
2023-01-02 12:37,0077585,dine-in,TKU001
2023-01-02 12:50,0077586,dine-in,TKU001
2023-01-02 12:54,0077587,dine-in,TKU001
2023-01-02 12:55,0077588,dine-in,TKU001
2023-01-02 13:06,0077589,dine-in,TKU001
2023-01-02 13:35,0077590,Wolt,TKU001
2023-01-02 13:43,0077591,dine-in,TKU001
2023-01-02 13:47,0077592,dine-in,TKU001
2023-01-02 14:12,0077593,dine-in,TKU001
2023-01-02 14:25,0077594,dine-in,TKU001
2023-01-02 14:35,0077595,dine-in,TKU001
2023-01-02 14:56,0077596,dine-in,TKU001
2023-01-02 15:00,0077597,Foodora,TKU001
2023-01-02 15:25,0077598,dine-in,TKU001
2023-01-02 15:40,0077599,dine-in,TKU001
2023-01-02 16:33,0077600,dine-in,TKU001
2023-01-02 16:56,0077601,dine-in,TKU001
2023-01-02 18:06,0077602,dine-in,TKU001
2023-01-02 18:14,0077603,Wolt,TKU001
2023-01-02 18:17,0077604,dine-in,TKU001
2023-01-02 18:24,0077605,UberEats,TKU001
2023-01-02 18:28,0077606,dine-in,TKU001
2023-01-02 18:36,0077607,dine-in,TKU001
2023-01-02 18:38,0077608,Foodora,TKU001
2023-01-02 18:40,0077609,dine-in,TKU001
2023-01-02 18:56,0077610,dine-in,TKU001
2023-01-02 19:01,0077611,Foodora,TKU001
2023-01-02 19:13,0077612,dine-in,TKU001
2023-01-02 19:16,0077613,dine-in,TKU001
2023-01-02 19:21,0077614,dine-in,TKU001
2023-01-02 19:28,0077615,dine-in,TKU001
2023-01-02 19:28,0077616,dine-in,TKU001
2023-01-02 19:46,0077617,UberEats,TKU001
2023-01-02 20:01,0077618,takeaway,TKU001
2023-01-02 20:01,0077619,dine-in,TKU001
2023-01-02 20:12,0077620,dine-in,TKU001
2023-01-02 20:17,0077621,dine-in,TKU001
2023-01-02 20:55,0077622,dine-in,TKU001
2023-01-02 21:01,0077623,Foodora,TKU001
2023-01-02 21:07,0077624,dine-in,TKU001
2023-01-02 21:16,0077625,Foodora,TKU001
2023-01-02 21:17,0077626,dine-in,TKU001
2023-01-02 21:22,0077627,dine-in,TKU001
2023-01-02 21:23,0077628,dine-in,TKU001
2023-01-02 21:24,0077629,dine-in,TKU001
2023-01-02 21:31,0077630,dine-in,TKU001
2023-01-02 21:40,0077631,dine-in,TKU001
