timestamp,order_no,takeaway,restaurant_id
2023-01-01 11:07,0181840,dine-in,OUL001
2023-01-01 11:14,0181841,dine-in,OUL001
2023-01-01 11:16,0181842,dine-in,OUL001
2023-01-01 11:28,0181843,dine-in,OUL001
2023-01-01 11:30,0181844,dine-in,OUL001
2023-01-01 11:33,0181845,dine-in,OUL001
2023-01-01 11:33,0181846,dine-in,OUL001
2023-01-01 11:43,0181847,dine-in,OUL001
2023-01-01 11:44,0181848,dine-in,OUL001
2023-01-01 11:58,0181849,dine-in,OUL001
2023-01-01 12:39,0181850,takeaway,OUL001
2023-01-01 13:49,0181851,dine-in,OUL001
2023-01-01 15:01,0181852,dine-in,OUL001
2023-01-01 16:31,0181853,dine-in,OUL001
2023-01-01 16:52,0181854,Wolt,OUL001
2023-01-01 16:55,0181855,dine-in,OUL001
2023-01-01 17:01,0181856,UberEats,OUL001
2023-01-01 17:10,0181857,dine-in,OUL001
2023-01-01 17:13,0181858,Foodora,OUL001
2023-01-01 17:26,0181859,dine-in,OUL001
2023-01-01 18:26,0181860,dine-in,OUL001
2023-01-01 18:41,0181861,dine-in,OUL001
2023-01-01 18:42,0181862,dine-in,OUL001
2023-01-01 18:46,0181863,dine-in,OUL001
2023-01-01 18:48,0181864,dine-in,OUL001
2023-01-01 18:49,0181865,dine-in,OUL001
2023-01-01 18:55,0181866,dine-in,OUL001
2023-01-01 19:06,0181867,dine-in,OUL001
2023-01-01 19:18,0181868,dine-in,OUL001
2023-01-01 19:25,0181869,dine-in,OUL001
2023-01-01 19:35,0181870,dine-in,OUL001
2023-01-01 19:50,0181871,dine-in,OUL001
2023-01-01 19:53,0181872,dine-in,OUL001
2023-01-01 20:02,0181873,dine-in,OUL001
2023-01-01 20:23,0181874,Wolt,OUL001
2023-01-01 20:26,0181875,dine-in,OUL001
2023-01-01 20:44,0181876,dine-in,OUL001
2023-01-01 21:04,0181877,dine-in,OUL001
2023-01-01 21:06,0181878,dine-in,OUL001
2023-01-01 21:42,0181879,dine-in,OUL001
2023-01-01 22:13,0181880,dine-in,OUL001
2023-01-01 22:26,0181881,dine-in,OUL001
2023-01-01 22:32,0181882,dine-in,OUL001
2023-01-01 22:58,0181883,dine-in,OUL001
2023-01-02 11:35,0181884,dine-in,OUL001
2023-01-02 11:47,0181885,dine-in,OUL001
2023-01-02 11:56,0181886,dine-in,OUL001
2023-01-02 11:57,0181887,UberEats,OUL001
2023-01-02 11:58,0181888,dine-in,OUL001
2023-01-02 12:10,0181889,dine-in,OUL001
2023-01-02 12:11,0181890,dine-in,OUL001
2023-01-02 12:30,0181891,dine-in,OUL001
2023-01-02 12:33,0181892,Foodora,OUL001
2023-01-02 12:39,0181893,dine-in,OUL001
2023-01-02 12:40,0181894,dine-in,OUL001
2023-01-02 12:42,0181895,Foodora,OUL001
2023-01-02 12:53,0181896,Wolt,OUL001
2023-01-02 13:56,0181897,dine-in,OUL001
2023-01-02 14:20,0181898,dine-in,OUL001
2023-01-02 14:38,0181899,dine-in,OUL001
2023-01-02 15:21,0181900,dine-in,OUL001
2023-01-02 15:29,0181901,dine-in,OUL001
2023-01-02 15:33,0181902,dine-in,OUL001
2023-01-02 16:22,0181903,dine-in,OUL001
2023-01-02 16:51,0181904,dine-in,OUL001
2023-01-02 17:01,0181905,dine-in,OUL001
2023-01-02 17:01,0181906,dine-in,OUL001
2023-01-02 18:00,0181907,dine-in,OUL001
2023-01-02 18:14,0181908,dine-in,OUL001
2023-01-02 18:28,0181909,dine-in,OUL001
2023-01-02 18:33,0181910,dine-in,OUL001
2023-01-02 18:46,0181911,dine-in,OUL001
2023-01-02 18:48,0181912,dine-in,OUL001
2023-01-02 18:59,0181913,dine-in,OUL001
2023-01-02 19:01,0181914,takeaway,OUL001
2023-01-02 19:01,0181915,Foodora,OUL001
2023-01-02 19:02,0181916,dine-in,OUL001
2023-01-02 19:25,0181917,dine-in,OUL001
2023-01-02 20:02,0181918,dine-in,OUL001
2023-01-02 20:08,0181919,dine-in,OUL001
2023-01-02 20:25,0181920,dine-in,OUL001
2023-01-02 21:03,0181921,dine-in,OUL001
2023-01-02 21:06,0181922,dine-in,OUL001
2023-01-02 21:20,0181923,dine-in,OUL001
2023-01-02 21:34,0181924,dine-in,OUL001
2023-01-02 21:59,0181925,dine-in,OUL001
2023-01-02 22:17,0181926,dine-in,OUL001
2023-01-02 22:20,0181927,dine-in,OUL001
2023-01-02 22:20,0181928,Wolt,OUL001
2023-01-02 22:23,0181929,dine-in,OUL001
2023-01-02 22:35,0181930,dine-in,OUL001
2023-01-02 22:37,0181931,dine-in,OUL001
2023-01-02 22:38,0181932,dine-in,OUL001
2023-01-02 22:41,0181933,dine-in,OUL001
2023-01-02 22:42,0181934,dine-in,OUL001
2023-01-02 22:58,0181935,dine-in,OUL001
2023-01-03 11:13,0181936,UberEats,OUL001
2023-01-03 11:13,0181937,dine-in,OUL001
2023-01-03 11:17,0181938,dine-in,OUL001
2023-01-03 11:39,0181939,dine-in,OUL001
2023-01-03 11:40,0181940,dine-in,OUL001
2023-01-03 11:40,0181941,dine-in,OUL001
2023-01-03 11:40,0181942,dine-in,OUL001
2023-01-03 11:47,0181943,dine-in,OUL001
2023-01-03 11:49,0181944,dine-in,OUL001
2023-01-03 11:54,0181945,dine-in,OUL001
2023-01-03 12:06,0181946,dine-in,OUL001
2023-01-03 12:19,0181947,dine-in,OUL001
2023-01-03 12:20,0181948,dine-in,OUL001
2023-01-03 12:30,0181949,dine-in,OUL001
2023-01-03 12:52,0181950,Foodora,OUL001
2023-01-03 13:25,0181951,dine-in,OUL001
2023-01-03 14:08,0181952,dine-in,OUL001
2023-01-03 14:33,0181953,Wolt,OUL001
2023-01-03 14:40,0181954,dine-in,OUL001
2023-01-03 15:41,0181955,dine-in,OUL001
2023-01-03 16:11,0181956,UberEats,OUL001
2023-01-03 16:14,0181957,dine-in,OUL001
2023-01-03 16:35,0181958,dine-in,OUL001
2023-01-03 16:45,0181959,dine-in,OUL001
2023-01-03 17:00,0181960,dine-in,OUL001
