timestamp,order_no,takeaway,restaurant_id
2023-01-01 11:01,0156619,dine-in,TRE002
2023-01-01 11:06,0156620,dine-in,TRE002
2023-01-01 11:32,0156621,dine-in,TRE002
2023-01-01 11:52,0156622,dine-in,TRE002
2023-01-01 12:03,0156623,dine-in,TRE002
2023-01-01 12:10,0156624,UberEats,TRE002
2023-01-01 12:11,0156625,dine-in,TRE002
2023-01-01 12:22,0156626,dine-in,TRE002
2023-01-01 12:25,0156627,dine-in,TRE002
2023-01-01 12:35,0156628,dine-in,TRE002
2023-01-01 12:36,0156629,dine-in,TRE002
2023-01-01 12:52,0156630,UberEats,TRE002
2023-01-01 12:54,0156631,dine-in,TRE002
2023-01-01 12:56,0156632,dine-in,TRE002
2023-01-01 13:11,0156633,Wolt,TRE002
2023-01-01 13:31,0156634,dine-in,TRE002
2023-01-01 13:52,0156635,dine-in,TRE002
2023-01-01 14:12,0156636,dine-in,TRE002
2023-01-01 14:34,0156637,UberEats,TRE002
2023-01-01 15:09,0156638,Foodora,TRE002
2023-01-01 16:07,0156639,dine-in,TRE002
2023-01-01 16:13,0156640,dine-in,TRE002
2023-01-01 17:32,0156641,dine-in,TRE002
2023-01-01 17:44,0156642,UberEats,TRE002
2023-01-01 17:47,0156643,dine-in,TRE002
2023-01-01 18:02,0156644,dine-in,TRE002
2023-01-01 18:07,0156645,dine-in,TRE002
2023-01-01 18:38,0156646,dine-in,TRE002
2023-01-01 18:44,0156647,dine-in,TRE002
2023-01-01 18:55,0156648,dine-in,TRE002
2023-01-01 19:13,0156649,takeaway,TRE002
2023-01-01 19:18,0156650,dine-in,TRE002
2023-01-01 19:20,0156651,dine-in,TRE002
2023-01-01 19:38,0156652,dine-in,TRE002
2023-01-01 19:43,0156653,dine-in,TRE002
2023-01-01 20:05,0156654,dine-in,TRE002
2023-01-01 20:09,0156655,dine-in,TRE002
2023-01-01 20:22,0156656,dine-in,TRE002
2023-01-01 20:30,0156657,UberEats,TRE002
2023-01-01 20:36,0156658,dine-in,TRE002
2023-01-01 20:39,0156659,Foodora,TRE002
2023-01-01 20:55,0156660,dine-in,TRE002
2023-01-01 20:57,0156661,dine-in,TRE002
2023-01-01 21:01,0156662,dine-in,TRE002
2023-01-01 21:17,0156663,dine-in,TRE002
2023-01-01 21:17,0156664,dine-in,TRE002
2023-01-01 21:37,0156665,dine-in,TRE002
2023-01-01 21:46,0156666,takeaway,TRE002
2023-01-01 22:02,0156667,dine-in,TRE002
2023-01-01 22:03,0156668,dine-in,TRE002
2023-01-01 22:08,0156669,dine-in,TRE002
2023-01-01 22:13,0156670,Wolt,TRE002
2023-01-01 22:35,0156671,dine-in,TRE002
2023-01-01 22:44,0156672,dine-in,TRE002
2023-01-01 22:47,0156673,dine-in,TRE002
2023-01-01 22:59,0156674,dine-in,TRE002
2023-01-02 11:00,0156675,dine-in,TRE002
2023-01-02 11:07,0156676,dine-in,TRE002
2023-01-02 11:15,0156677,dine-in,TRE002
2023-01-02 11:19,0156678,dine-in,TRE002
2023-01-02 11:24,0156679,dine-in,TRE002
2023-01-02 11:36,0156680,dine-in,TRE002
2023-01-02 11:39,0156681,dine-in,TRE002
2023-01-02 11:48,0156682,dine-in,TRE002
2023-01-02 12:02,0156683,UberEats,TRE002
2023-01-02 12:12,0156684,UberEats,TRE002
2023-01-02 12:13,0156685,dine-in,TRE002
2023-01-02 12:19,0156686,dine-in,TRE002
2023-01-02 12:19,0156687,dine-in,TRE002
2023-01-02 12:36,0156688,dine-in,TRE002
2023-01-02 12:37,0156689,dine-in,TRE002
2023-01-02 12:43,0156690,dine-in,TRE002
2023-01-02 12:53,0156691,dine-in,TRE002
2023-01-02 13:38,0156692,dine-in,TRE002
2023-01-02 13:39,0156693,dine-in,TRE002
2023-01-02 13:42,0156694,dine-in,TRE002
2023-01-02 14:37,0156695,dine-in,TRE002
2023-01-02 16:06,0156696,dine-in,TRE002
2023-01-02 16:17,0156697,dine-in,TRE002
2023-01-02 16:52,0156698,dine-in,TRE002
2023-01-02 16:56,0156699,takeaway,TRE002
2023-01-02 17:02,0156700,dine-in,TRE002
2023-01-02 17:08,0156701,UberEats,TRE002
2023-01-02 17:21,0156702,dine-in,TRE002
2023-01-02 17:24,0156703,dine-in,TRE002
2023-01-02 17:37,0156704,dine-in,TRE002
2023-01-02 18:03,0156705,dine-in,TRE002
2023-01-02 18:04,0156706,dine-in,TRE002
2023-01-02 18:24,0156707,dine-in,TRE002
2023-01-02 18:28,0156708,dine-in,TRE002
2023-01-02 18:34,0156709,dine-in,TRE002
2023-01-02 18:43,0156710,dine-in,TRE002
2023-01-02 18:54,0156711,dine-in,TRE002
2023-01-02 19:00,0156712,dine-in,TRE002
2023-01-02 19:25,0156713,dine-in,TRE002
2023-01-02 19:30,0156714,dine-in,TRE002
2023-01-02 19:32,0156715,dine-in,TRE002
2023-01-02 19:43,0156716,Wolt,TRE002
2023-01-02 19:50,0156717,dine-in,TRE002
2023-01-02 20:00,0156718,dine-in,TRE002
2023-01-02 20:04,0156719,dine-in,TRE002
2023-01-02 20:10,0156720,dine-in,TRE002
2023-01-02 20:11,0156721,dine-in,TRE002
2023-01-02 20:12,0156722,dine-in,TRE002
2023-01-02 20:14,0156723,dine-in,TRE002
2023-01-02 20:30,0156724,dine-in,TRE002
2023-01-02 21:04,0156725,dine-in,TRE002
2023-01-02 21:16,0156726,Wolt,TRE002
2023-01-02 21:17,0156727,dine-in,TRE002
2023-01-02 21:17,0156728,UberEats,TRE002
2023-01-02 21:39,0156729,dine-in,TRE002
2023-01-02 21:59,0156730,dine-in,TRE002
2023-01-02 22:03,0156731,dine-in,TRE002
2023-01-02 22:06,0156732,dine-in,TRE002
2023-01-02 22:07,0156733,dine-in,TRE002
2023-01-02 22:18,0156734,Foodora,TRE002
2023-01-02 22:29,0156735,dine-in,TRE002
2023-01-02 22:37,0156736,dine-in,TRE002
2023-01-02 22:39,0156737,UberEats,TRE002
2023-01-02 22:44,0156738,Foodora,TRE002
2023-01-02 22:45,0156739,dine-in,TRE002
2023-01-02 22:50,0156740,dine-in,TRE002
2023-01-02 22:53,0156741,dine-in,TRE002
2023-01-03 11:03,0156742,dine-in,TRE002
2023-01-03 11:04,0156743,dine-in,TRE002
2023-01-03 11:07,0156744,dine-in,TRE002
